Season,Half,Conference,Division,Team_ID,Team_Name,Playoffs,GP,W,L,OL,T,PTS,PTS_Pct,GF,GA,SRS,SOS,RPt_Pct,ROW,RW,RgRec,RgPt_Pct
2016,NA,Eastern,Metropolitan,PHI,Philadelphia Flyers,TRUE,82,41,27,14,NA,96,0.585,214,218,-0.03,0.02,0.53,38,NA,28-27-27,0.506
2016,NA,Eastern,Metropolitan,CAR,Carolina Hurricanes,FALSE,82,35,31,16,NA,86,0.524,198,226,-0.31,0.03,0.445,33,NA,25-31-26,0.463
2016,NA,Eastern,Metropolitan,NJD,New Jersey Devils,FALSE,82,38,36,8,NA,84,0.512,184,208,-0.28,0.02,0.488,36,NA,27-36-19,0.445
2016,NA,Eastern,Metropolitan,CBJ,Columbus Blue Jackets,FALSE,82,34,40,8,NA,76,0.463,219,252,-0.38,0.03,0.402,28,NA,26-40-16,0.415
2016,NA,Western,Central,DAL,Dallas Stars,TRUE,82,50,23,9,NA,109,0.665,267,230,0.45,-0.01,0.61,48,NA,42-23-17,0.616
2016,NA,Western,Central,STL,St. Louis Blues,TRUE,82,49,24,9,NA,107,0.652,224,201,0.28,0,0.591,44,NA,36-24-22,0.573
2016,NA,Western,Central,CHI,Chicago Blackhawks,TRUE,82,47,26,9,NA,103,0.628,235,209,0.32,0,0.579,46,NA,36-26-20,0.561
2016,NA,Western,Central,NSH,Nashville Predators,TRUE,82,41,27,14,NA,96,0.585,228,215,0.17,0.01,0.488,37,NA,35-27-20,0.549
2016,NA,Western,Central,MIN,Minnesota Wild,TRUE,82,38,33,11,NA,87,0.53,216,206,0.13,0.01,0.457,35,NA,34-33-15,0.506
2016,NA,Western,Central,COL,Colorado Avalanche,FALSE,82,39,39,4,NA,82,0.5,216,240,-0.26,0.03,0.451,35,NA,33-39-10,0.463
2016,NA,Western,Central,WPG,Winnipeg Jets,FALSE,82,35,39,8,NA,78,0.476,215,239,-0.26,0.03,0.427,32,NA,29-39-14,0.439
2016,NA,Western,Pacific,ANA,Anaheim Ducks,TRUE,82,46,25,11,NA,103,0.628,218,192,0.27,-0.05,0.567,43,NA,39-25-18,0.585
2016,NA,Western,Pacific,LAK,Los Angeles Kings,TRUE,82,48,28,6,NA,102,0.622,225,195,0.32,-0.04,0.591,46,NA,34-28-20,0.537
2016,NA,Western,Pacific,SJS,San Jose Sharks,TRUE,82,46,30,6,NA,98,0.598,241,210,0.33,-0.05,0.555,42,NA,37-30-15,0.543
2016,NA,Western,Pacific,ARI,Arizona Coyotes,FALSE,82,35,39,8,NA,78,0.476,209,245,-0.43,0.01,0.427,34,NA,29-39-14,0.439
2016,NA,Western,Pacific,CGY,Calgary Flames,FALSE,82,35,40,7,NA,77,0.47,231,260,-0.36,-0.01,0.433,33,NA,24-40-18,0.402
2016,NA,Western,Pacific,VAN,Vancouver Canucks,FALSE,82,31,38,13,NA,75,0.457,191,243,-0.62,0.02,0.372,26,NA,22-38-22,0.402
2016,NA,Western,Pacific,EDM,Edmonton Oilers,FALSE,82,31,43,8,NA,70,0.427,203,245,-0.51,0,0.372,27,NA,20-43-19,0.36
2017,NA,Eastern,Atlantic,MTL,Montreal Canadiens,TRUE,82,47,26,9,NA,103,0.628,226,200,0.31,-0.01,0.567,44,NA,33-26-23,0.543
2017,NA,Eastern,Atlantic,OTT,Ottawa Senators,TRUE,82,44,28,10,NA,98,0.598,212,214,-0.01,0.01,0.524,38,NA,34-28-20,0.537
2017,NA,Eastern,Atlantic,BOS,Boston Bruins,TRUE,82,44,31,7,NA,95,0.579,234,212,0.27,0,0.543,42,NA,38-31-13,0.543
2017,NA,Eastern,Atlantic,TOR,Toronto Maple Leafs,TRUE,82,40,27,15,NA,95,0.579,251,242,0.11,0,0.53,39,NA,33-27-22,0.537
2017,NA,Eastern,Atlantic,TBL,Tampa Bay Lightning,FALSE,82,42,30,10,NA,94,0.573,234,227,0.09,0.01,0.506,38,NA,32-30-20,0.512
2017,NA,Eastern,Atlantic,FLA,Florida Panthers,FALSE,82,35,36,11,NA,81,0.494,210,237,-0.3,0.03,0.433,30,NA,23-36-23,0.421
2017,NA,Eastern,Atlantic,DET,Detroit Red Wings,FALSE,82,33,36,13,NA,79,0.482,207,244,-0.41,0.04,0.348,24,NA,17-36-29,0.384
2017,NA,Eastern,Atlantic,BUF,Buffalo Sabres,FALSE,82,33,37,12,NA,78,0.476,201,237,-0.41,0.03,0.427,31,NA,25-37-20,0.427
2017,NA,Eastern,Metropolitan,WSH,Washington Capitals,TRUE,82,55,19,8,NA,118,0.72,263,182,0.99,0,0.689,53,NA,45-19-18,0.659
2017,NA,Eastern,Metropolitan,PIT,Pittsburgh Penguins,TRUE,82,50,21,11,NA,111,0.677,282,234,0.59,0.01,0.616,46,NA,40-21-21,0.616
2017,NA,Eastern,Metropolitan,CBJ,Columbus Blue Jackets,TRUE,82,50,24,8,NA,108,0.659,249,195,0.68,0.02,0.61,48,NA,39-24-19,0.591
2017,NA,Eastern,Metropolitan,NYR,New York Rangers,TRUE,82,48,28,6,NA,102,0.622,256,220,0.47,0.03,0.591,45,NA,40-28-14,0.573
2017,NA,Eastern,Metropolitan,NYI,New York Islanders,FALSE,82,41,29,12,NA,94,0.573,241,242,0.03,0.05,0.512,39,NA,33-29-20,0.524
2017,NA,Eastern,Metropolitan,PHI,Philadelphia Flyers,FALSE,82,39,33,10,NA,88,0.537,219,236,-0.17,0.04,0.463,32,NA,25-33-24,0.451
2017,NA,Eastern,Metropolitan,CAR,Carolina Hurricanes,FALSE,82,36,31,15,NA,87,0.53,215,236,-0.21,0.05,0.457,33,NA,28-31-23,0.482
2017,NA,Eastern,Metropolitan,NJD,New Jersey Devils,FALSE,82,28,40,14,NA,70,0.427,183,244,-0.67,0.08,0.341,25,NA,18-40-24,0.366
2017,NA,Western,Central,CHI,Chicago Blackhawks,TRUE,82,50,23,9,NA,109,0.665,244,213,0.32,-0.06,0.591,46,NA,37-23-22,0.585
2017,NA,Western,Central,MIN,Minnesota Wild,TRUE,82,49,25,8,NA,106,0.646,266,208,0.63,-0.08,0.591,46,NA,42-25-15,0.604
2017,NA,Western,Central,STL,St. Louis Blues,TRUE,82,46,29,7,NA,99,0.604,235,218,0.17,-0.04,0.561,44,NA,38-29-15,0.555
2017,NA,Western,Central,NSH,Nashville Predators,TRUE,82,41,29,12,NA,94,0.573,240,224,0.16,-0.04,0.512,39,NA,35-29-18,0.537
2017,NA,Western,Central,WPG,Winnipeg Jets,FALSE,82,40,35,7,NA,87,0.53,249,256,-0.11,-0.03,0.476,37,NA,33-35-14,0.488
2017,NA,Western,Central,DAL,Dallas Stars,FALSE,82,34,37,11,NA,79,0.482,223,262,-0.48,-0.01,0.421,33,NA,28-37-17,0.445
2017,NA,Western,Central,COL,Colorado Avalanche,FALSE,82,22,56,4,NA,48,0.293,166,278,-1.32,0.05,0.274,21,NA,14-56-12,0.244
2017,NA,Western,Pacific,ANA,Anaheim Ducks,TRUE,82,46,23,13,NA,105,0.64,223,200,0.24,-0.04,0.561,43,NA,40-23-19,0.604
2017,NA,Western,Pacific,EDM,Edmonton Oilers,TRUE,82,47,26,9,NA,103,0.628,247,212,0.37,-0.06,0.579,43,NA,37-26-19,0.567
2017,NA,Western,Pacific,SJS,San Jose Sharks,TRUE,82,46,29,7,NA,99,0.604,221,201,0.21,-0.03,0.555,44,NA,38-29-15,0.555
2017,NA,Western,Pacific,CGY,Calgary Flames,TRUE,82,45,33,4,NA,94,0.573,226,221,0.02,-0.04,0.537,41,NA,32-33-17,0.494
2017,NA,Western,Pacific,LAK,Los Angeles Kings,FALSE,82,39,35,8,NA,86,0.524,201,205,-0.07,-0.02,0.488,37,NA,25-35-22,0.439
2017,NA,Western,Pacific,ARI,Arizona Coyotes,FALSE,82,30,42,10,NA,70,0.427,197,260,-0.76,0.01,0.341,24,NA,20-42-20,0.366
2017,NA,Western,Pacific,VAN,Vancouver Canucks,FALSE,82,30,43,9,NA,69,0.421,182,243,-0.73,0.01,0.354,26,NA,19-43-20,0.354
2018,NA,Eastern,Atlantic,TBL,Tampa Bay Lightning,TRUE,82,54,23,5,NA,113,0.689,296,236,0.66,-0.07,0.634,48,NA,42-23-17,0.616
2018,NA,Eastern,Atlantic,BOS,Boston Bruins,TRUE,82,50,20,12,NA,112,0.683,270,214,0.62,-0.07,0.61,47,NA,41-20-21,0.628
2018,NA,Eastern,Atlantic,TOR,Toronto Maple Leafs,TRUE,82,49,26,7,NA,105,0.64,277,232,0.49,-0.06,0.567,42,NA,37-26-19,0.567
2018,NA,Eastern,Atlantic,FLA,Florida Panthers,FALSE,82,44,30,8,NA,96,0.585,248,246,-0.01,-0.04,0.537,41,NA,38-30-14,0.549
2018,NA,Eastern,Atlantic,DET,Detroit Red Wings,FALSE,82,30,39,13,NA,73,0.445,217,255,-0.48,-0.01,0.341,25,NA,22-39-21,0.396
2018,NA,Eastern,Atlantic,MTL,Montreal Canadiens,FALSE,82,29,40,13,NA,71,0.433,209,264,-0.68,0,0.378,27,NA,24-40-18,0.402
2018,NA,Eastern,Atlantic,OTT,Ottawa Senators,FALSE,82,28,43,11,NA,67,0.409,221,291,-0.85,0,0.372,26,NA,18-43-21,0.348
2018,NA,Eastern,Atlantic,BUF,Buffalo Sabres,FALSE,82,25,45,12,NA,62,0.378,199,280,-0.98,0.01,0.311,24,NA,19-45-18,0.341
2018,NA,Eastern,Metropolitan,WSH,Washington Capitals,TRUE,82,49,26,7,NA,105,0.64,259,239,0.21,-0.04,0.585,46,NA,38-26-18,0.573
2018,NA,Eastern,Metropolitan,PIT,Pittsburgh Penguins,TRUE,82,47,29,6,NA,100,0.61,272,250,0.23,-0.04,0.573,45,NA,33-29-20,0.524
2018,NA,Eastern,Metropolitan,PHI,Philadelphia Flyers,TRUE,82,42,26,14,NA,98,0.598,251,243,0.07,-0.03,0.543,40,NA,31-26-25,0.53
2018,NA,Eastern,Metropolitan,CBJ,Columbus Blue Jackets,TRUE,82,45,30,7,NA,97,0.591,242,230,0.11,-0.04,0.537,39,NA,30-30-22,0.5
2018,NA,Eastern,Metropolitan,NJD,New Jersey Devils,TRUE,82,44,29,9,NA,97,0.591,248,244,0.02,-0.03,0.53,39,NA,33-29-20,0.524
2018,NA,Eastern,Metropolitan,CAR,Carolina Hurricanes,FALSE,82,36,35,11,NA,83,0.506,228,256,-0.35,-0.01,0.439,33,NA,30-35-17,0.47
2018,NA,Eastern,Metropolitan,NYI,New York Islanders,FALSE,82,35,37,10,NA,80,0.488,264,296,-0.4,-0.01,0.427,32,NA,25-37-20,0.427
2018,NA,Eastern,Metropolitan,NYR,New York Rangers,FALSE,82,34,39,9,NA,77,0.47,231,268,-0.46,-0.01,0.427,31,NA,24-39-19,0.409
2018,NA,Western,Central,NSH,Nashville Predators,TRUE,82,53,18,11,NA,117,0.713,267,211,0.71,0.03,0.652,47,NA,42-18-22,0.646
2018,NA,Western,Central,WPG,Winnipeg Jets,TRUE,82,52,20,10,NA,114,0.695,277,218,0.74,0.02,0.622,48,NA,43-20-19,0.64
2018,NA,Western,Central,MIN,Minnesota Wild,TRUE,82,45,26,11,NA,101,0.616,253,232,0.29,0.04,0.549,42,NA,38-26-18,0.573
2018,NA,Western,Central,COL,Colorado Avalanche,TRUE,82,43,30,9,NA,95,0.579,257,237,0.28,0.04,0.518,41,NA,35-30-17,0.53
2018,NA,Western,Central,STL,St. Louis Blues,FALSE,82,44,32,6,NA,94,0.573,226,222,0.1,0.05,0.518,41,NA,33-32-17,0.506
2018,NA,Western,Central,DAL,Dallas Stars,FALSE,82,42,32,8,NA,92,0.561,235,225,0.17,0.04,0.506,38,NA,33-32-17,0.506
2018,NA,Western,Central,CHI,Chicago Blackhawks,FALSE,82,33,39,10,NA,76,0.463,229,256,-0.26,0.07,0.409,32,NA,26-39-17,0.421
2018,NA,Western,Pacific,VEG,Vegas Golden Knights,TRUE,82,51,24,7,NA,109,0.665,272,228,0.52,-0.01,0.616,47,NA,39-24-19,0.591
2018,NA,Western,Pacific,ANA,Anaheim Ducks,TRUE,82,44,25,13,NA,101,0.616,235,216,0.24,0.01,0.555,40,NA,35-25-22,0.561
2018,NA,Western,Pacific,SJS,San Jose Sharks,TRUE,82,45,27,10,NA,100,0.61,252,229,0.28,0,0.537,40,NA,35-27-20,0.549
2018,NA,Western,Pacific,LAK,Los Angeles Kings,TRUE,82,45,29,8,NA,98,0.598,239,203,0.44,0,0.543,43,NA,34-29-19,0.53
2018,NA,Western,Pacific,CGY,Calgary Flames,FALSE,82,37,35,10,NA,84,0.512,218,248,-0.33,0.03,0.47,35,NA,28-35-19,0.457
2018,NA,Western,Pacific,EDM,Edmonton Oilers,FALSE,82,36,40,6,NA,78,0.476,234,263,-0.32,0.03,0.415,31,NA,24-40-18,0.402
2018,NA,Western,Pacific,VAN,Vancouver Canucks,FALSE,82,31,40,11,NA,73,0.445,218,264,-0.51,0.05,0.409,31,NA,25-40-17,0.409
2018,NA,Western,Pacific,ARI,Arizona Coyotes,FALSE,82,29,41,12,NA,70,0.427,208,256,-0.53,0.05,0.372,27,NA,20-41-21,0.372
2019,NA,Eastern,Atlantic,TBL,Tampa Bay Lightning,TRUE,82,62,16,4,NA,128,0.78,325,222,1.21,-0.05,0.726,56,NA,49-16-17,0.701
2019,NA,Eastern,Atlantic,BOS,Boston Bruins,TRUE,82,49,24,9,NA,107,0.652,259,215,0.52,-0.01,0.604,47,NA,38-24-20,0.585
2019,NA,Eastern,Atlantic,TOR,Toronto Maple Leafs,TRUE,82,46,28,8,NA,100,0.61,286,251,0.42,-0.01,0.573,46,NA,40-28-14,0.573
2019,NA,Eastern,Atlantic,MTL,Montreal Canadiens,FALSE,82,44,30,8,NA,96,0.585,249,236,0.16,0,0.518,41,NA,37-30-15,0.543
2019,NA,Eastern,Atlantic,FLA,Florida Panthers,FALSE,82,36,32,14,NA,86,0.524,267,280,-0.14,0.02,0.463,33,NA,26-32-24,0.463
2019,NA,Eastern,Atlantic,BUF,Buffalo Sabres,FALSE,82,33,39,10,NA,76,0.463,226,271,-0.51,0.04,0.39,28,NA,21-39-22,0.39
2019,NA,Eastern,Atlantic,DET,Detroit Red Wings,FALSE,82,32,40,10,NA,74,0.451,227,277,-0.57,0.04,0.402,29,NA,20-40-22,0.378
2019,NA,Eastern,Atlantic,OTT,Ottawa Senators,FALSE,82,29,47,6,NA,64,0.39,242,302,-0.69,0.05,0.36,29,NA,23-47-12,0.354
2019,NA,Eastern,Metropolitan,WSH,Washington Capitals,TRUE,82,48,26,8,NA,104,0.634,278,249,0.35,-0.01,0.567,44,NA,39-26-17,0.579
2019,NA,Eastern,Metropolitan,NYI,New York Islanders,TRUE,82,48,27,7,NA,103,0.628,228,196,0.38,-0.01,0.585,43,NA,37-27-18,0.561
2019,NA,Eastern,Metropolitan,PIT,Pittsburgh Penguins,TRUE,82,44,26,12,NA,100,0.61,273,241,0.38,-0.01,0.543,42,NA,37-26-19,0.567
2019,NA,Eastern,Metropolitan,CAR,Carolina Hurricanes,TRUE,82,46,29,7,NA,99,0.604,245,223,0.26,-0.01,0.561,44,NA,39-29-14,0.561
2019,NA,Eastern,Metropolitan,CBJ,Columbus Blue Jackets,TRUE,82,47,31,4,NA,98,0.598,258,232,0.31,-0.01,0.567,45,NA,37-31-14,0.537
2019,NA,Eastern,Metropolitan,PHI,Philadelphia Flyers,FALSE,82,37,37,8,NA,82,0.5,244,281,-0.42,0.03,0.439,34,NA,28-37-17,0.445
2019,NA,Eastern,Metropolitan,NYR,New York Rangers,FALSE,82,32,36,14,NA,78,0.476,227,272,-0.52,0.03,0.384,26,NA,23-36-23,0.421
2019,NA,Eastern,Metropolitan,NJD,New Jersey Devils,FALSE,82,31,41,10,NA,72,0.439,222,275,-0.61,0.04,0.384,28,NA,24-41-17,0.396
2019,NA,Western,Central,NSH,Nashville Predators,TRUE,82,47,29,6,NA,100,0.61,240,214,0.31,-0.01,0.561,43,NA,38-29-15,0.555
2019,NA,Western,Central,WPG,Winnipeg Jets,TRUE,82,47,30,5,NA,99,0.604,272,244,0.33,-0.02,0.567,45,NA,38-30-14,0.549
2019,NA,Western,Central,STL,St. Louis Blues,TRUE,82,45,28,9,NA,99,0.604,247,223,0.28,-0.01,0.549,42,NA,36-28-18,0.549
2019,NA,Western,Central,DAL,Dallas Stars,TRUE,82,43,32,7,NA,93,0.567,210,202,0.09,0,0.53,42,NA,36-32-14,0.524
2019,NA,Western,Central,COL,Colorado Avalanche,TRUE,82,38,30,14,NA,90,0.549,260,246,0.17,-0.01,0.463,36,NA,33-30-19,0.518
2019,NA,Western,Central,CHI,Chicago Blackhawks,FALSE,82,36,34,12,NA,84,0.512,270,292,-0.25,0.02,0.427,33,NA,24-34-24,0.439
2019,NA,Western,Central,MIN,Minnesota Wild,FALSE,82,37,36,9,NA,83,0.506,211,237,-0.3,0.02,0.47,36,NA,33-36-13,0.482
2019,NA,Western,Pacific,CGY,Calgary Flames,TRUE,82,50,25,7,NA,107,0.652,289,227,0.7,-0.06,0.634,50,NA,45-25-12,0.622
2019,NA,Western,Pacific,SJS,San Jose Sharks,TRUE,82,46,27,9,NA,101,0.616,289,261,0.3,-0.04,0.579,46,NA,38-27-17,0.567
2019,NA,Western,Pacific,VEG,Vegas Golden Knights,TRUE,82,43,32,7,NA,93,0.567,249,230,0.19,-0.04,0.518,40,NA,36-32-14,0.524
2019,NA,Western,Pacific,ARI,Arizona Coyotes,FALSE,82,39,35,8,NA,86,0.524,213,223,-0.14,-0.02,0.47,35,NA,30-35-17,0.47
2019,NA,Western,Pacific,VAN,Vancouver Canucks,FALSE,82,35,36,11,NA,81,0.494,225,254,-0.35,0.01,0.427,29,NA,22-36-24,0.415
2019,NA,Western,Pacific,ANA,Anaheim Ducks,FALSE,82,35,37,10,NA,80,0.488,199,251,-0.63,0.01,0.427,32,NA,27-37-18,0.439
2019,NA,Western,Pacific,EDM,Edmonton Oilers,FALSE,82,35,38,9,NA,79,0.482,232,274,-0.51,0.01,0.427,32,NA,24-38-20,0.415
2019,NA,Western,Pacific,LAK,Los Angeles Kings,FALSE,82,31,42,9,NA,71,0.433,202,263,-0.73,0.02,0.384,28,NA,22-42-18,0.378
2020,NA,Eastern,Atlantic,BOS,Boston Bruins,TRUE,70,44,14,12,NA,100,0.714,227,174,0.74,-0.02,0.679,NA,38,38-14-18,0.671
2020,NA,Eastern,Atlantic,TBL,Tampa Bay Lightning,TRUE,70,43,21,6,NA,92,0.657,245,195,0.71,0,0.607,NA,35,35-21-14,0.6
2020,NA,Eastern,Atlantic,TOR,Toronto Maple Leafs,TRUE,70,36,25,9,NA,81,0.579,238,227,0.15,-0.01,0.543,NA,28,28-25-17,0.521
2020,NA,Eastern,Atlantic,FLA,Florida Panthers,TRUE,69,35,26,8,NA,78,0.565,231,228,0.05,0.01,0.514,NA,30,30-26-13,0.529
2020,NA,Eastern,Atlantic,MTL,Montreal Canadiens,TRUE,71,31,31,9,NA,71,0.5,212,221,-0.12,0.01,0.415,NA,19,19-31-21,0.415
2020,NA,Eastern,Atlantic,BUF,Buffalo Sabres,FALSE,69,30,31,8,NA,68,0.493,195,217,-0.34,-0.03,0.435,NA,22,22-31-16,0.435
2020,NA,Eastern,Atlantic,OTT,Ottawa Senators,FALSE,71,25,34,12,NA,62,0.437,191,243,-0.76,-0.02,0.38,NA,18,18-34-19,0.387
2020,NA,Eastern,Atlantic,DET,Detroit Red Wings,FALSE,71,17,49,5,NA,39,0.275,145,267,-1.7,0.02,0.232,NA,13,13-49-9,0.246
2020,NA,Eastern,Metropolitan,WSH,Washington Capitals,TRUE,69,41,20,8,NA,90,0.652,240,215,0.41,0.04,0.587,NA,31,31-20-18,0.58
2020,NA,Eastern,Metropolitan,PHI,Philadelphia Flyers,TRUE,69,41,21,7,NA,89,0.645,232,196,0.52,0,0.594,NA,31,31-21-17,0.572
2020,NA,Eastern,Metropolitan,PIT,Pittsburgh Penguins,TRUE,69,40,23,6,NA,86,0.623,224,196,0.39,-0.02,0.558,NA,29,29-23-17,0.543
2020,NA,Eastern,Metropolitan,CAR,Carolina Hurricanes,TRUE,68,38,25,5,NA,81,0.596,222,193,0.41,-0.02,0.522,NA,27,27-25-16,0.515
2020,NA,Eastern,Metropolitan,CBJ,Columbus Blue Jackets,TRUE,70,33,22,15,NA,81,0.579,180,187,-0.12,-0.02,0.5,NA,25,25-22-23,0.521
2020,NA,Eastern,Metropolitan,NYI,New York Islanders,TRUE,68,35,23,10,NA,80,0.588,192,193,0.01,0.02,0.515,NA,24,24-23-21,0.507
2020,NA,Eastern,Metropolitan,NYR,New York Rangers,TRUE,70,37,28,5,NA,79,0.564,234,222,0.15,-0.03,0.536,NA,31,31-28-11,0.521
2020,NA,Eastern,Metropolitan,NJD,New Jersey Devils,FALSE,69,28,29,12,NA,68,0.493,189,230,-0.57,0.02,0.42,NA,22,22-29-18,0.449
2020,NA,Western,Central,STL,St. Louis Blues,TRUE,71,42,19,10,NA,94,0.662,225,193,0.47,0.02,0.599,NA,33,33-19-19,0.599
2020,NA,Western,Central,COL,Colorado Avalanche,TRUE,70,42,20,8,NA,92,0.657,237,191,0.64,-0.02,0.6,NA,37,37-20-13,0.621
2020,NA,Western,Central,DAL,Dallas Stars,TRUE,69,37,24,8,NA,82,0.594,180,177,0.09,0.05,0.543,NA,26,26-24-19,0.514
2020,NA,Western,Central,WPG,Winnipeg Jets,TRUE,71,37,28,6,NA,80,0.563,216,203,0.17,-0.01,0.514,NA,30,30-28-13,0.514
2020,NA,Western,Central,NSH,Nashville Predators,TRUE,69,35,26,8,NA,78,0.565,215,217,-0.03,-0.01,0.507,NA,28,28-26-15,0.514
2020,NA,Western,Central,MIN,Minnesota Wild,TRUE,69,35,27,7,NA,77,0.558,220,220,0.01,0.01,0.514,NA,30,30-27-12,0.522
2020,NA,Western,Central,CHI,Chicago Blackhawks,TRUE,70,32,30,8,NA,72,0.514,212,218,-0.05,0.04,0.457,NA,23,23-30-17,0.45
2020,NA,Western,Pacific,VEG,Vegas Golden Knights,TRUE,71,39,24,8,NA,86,0.606,227,211,0.21,-0.02,0.542,NA,30,30-24-17,0.542
2020,NA,Western,Pacific,EDM,Edmonton Oilers,TRUE,71,37,25,9,NA,83,0.585,225,217,0.09,-0.02,0.521,NA,31,31-25-15,0.542
2020,NA,Western,Pacific,CGY,Calgary Flames,TRUE,70,36,27,7,NA,79,0.564,210,215,-0.08,-0.01,0.479,NA,25,25-27-18,0.486
2020,NA,Western,Pacific,VAN,Vancouver Canucks,TRUE,69,36,27,6,NA,78,0.565,228,217,0.13,-0.03,0.514,NA,27,27-27-15,0.5
2020,NA,Western,Pacific,ARI,Arizona Coyotes,TRUE,70,33,29,8,NA,74,0.529,195,187,0.11,0,0.464,NA,26,26-29-15,0.479
2020,NA,Western,Pacific,ANA,Anaheim Ducks,FALSE,71,29,33,9,NA,67,0.472,187,226,-0.53,0.02,0.38,NA,20,20-33-18,0.408
2020,NA,Western,Pacific,LAK,Los Angeles Kings,FALSE,70,29,35,6,NA,64,0.457,178,212,-0.48,0.01,0.429,NA,21,21-35-14,0.4
2020,NA,Western,Pacific,SJS,San Jose Sharks,FALSE,70,29,36,5,NA,63,0.45,182,226,-0.62,0.01,0.407,NA,22,22-36-12,0.4
2021,NA,NA,Central,CAR,Carolina Hurricanes,TRUE,56,36,12,8,NA,80,0.714,179,136,0.67,-0.1,0.625,NA,27,27-12-17,0.634
2021,NA,NA,Central,FLA,Florida Panthers,TRUE,56,37,14,5,NA,79,0.705,189,153,0.56,-0.08,0.67,NA,26,26-14-16,0.607
2021,NA,NA,Central,TBL,Tampa Bay Lightning,TRUE,56,36,17,3,NA,75,0.67,181,147,0.53,-0.08,0.652,NA,29,29-17-10,0.607
2021,NA,NA,Central,NSH,Nashville Predators,TRUE,56,31,23,2,NA,64,0.571,156,154,0.03,0,0.509,NA,21,21-23-12,0.482
2021,NA,NA,Central,DAL,Dallas Stars,FALSE,56,23,19,14,NA,60,0.536,158,154,0.06,-0.01,0.446,NA,17,17-19-20,0.482
2021,NA,NA,Central,CHI,Chicago Blackhawks,FALSE,56,24,25,7,NA,55,0.491,161,186,-0.39,0.06,0.429,NA,15,15-25-16,0.411
2021,NA,NA,Central,DET,Detroit Red Wings,FALSE,56,19,27,10,NA,48,0.429,127,171,-0.69,0.1,0.348,NA,16,16-27-13,0.402
2021,NA,NA,Central,CBJ,Columbus Blue Jackets,FALSE,56,18,26,12,NA,48,0.429,137,187,-0.78,0.11,0.321,NA,12,12/26/18,0.375
2021,NA,NA,East,PIT,Pittsburgh Penguins,TRUE,56,37,16,3,NA,77,0.688,196,156,0.62,-0.09,0.643,NA,29,29-16-11,0.616
2021,NA,NA,East,WSH,Washington Capitals,TRUE,56,36,15,5,NA,77,0.688,191,163,0.44,-0.06,0.634,NA,29,29-15-12,0.625
2021,NA,NA,East,BOS,Boston Bruins,TRUE,56,33,16,7,NA,73,0.652,168,136,0.5,-0.07,0.571,NA,25,25-16-15,0.58
2021,NA,NA,East,NYI,New York Islanders,TRUE,56,32,17,7,NA,71,0.634,156,128,0.44,-0.06,0.563,NA,24,24-17-15,0.562
2021,NA,NA,East,NYR,New York Rangers,FALSE,56,27,23,6,NA,60,0.536,177,157,0.31,-0.05,0.491,NA,24,24-23-9,0.509
2021,NA,NA,East,PHI,Philadelphia Flyers,FALSE,56,25,23,8,NA,58,0.518,163,201,-0.59,0.08,0.455,NA,17,17-23-16,0.446
2021,NA,NA,East,NJD,New Jersey Devils,FALSE,56,19,30,7,NA,45,0.402,145,194,-0.77,0.11,0.384,NA,15,15-30-11,0.366
2021,NA,NA,East,BUF,Buffalo Sabres,FALSE,56,15,34,7,NA,37,0.33,138,199,-0.95,0.14,0.259,NA,11,11-34-11,0.295
2021,NA,NA,North,TOR,Toronto Maple Leafs,TRUE,56,35,14,7,NA,77,0.688,187,148,0.6,-0.1,0.616,NA,29,29-14-13,0.634
2021,NA,NA,North,EDM,Edmonton Oilers,TRUE,56,35,19,2,NA,72,0.643,183,154,0.44,-0.08,0.625,NA,31,31-19-6,0.607
2021,NA,NA,North,WPG,Winnipeg Jets,TRUE,56,30,23,3,NA,63,0.563,170,154,0.25,-0.04,0.554,NA,24,24-23-9,0.509
2021,NA,NA,North,MTL,Montreal Canadiens,TRUE,56,24,21,11,NA,59,0.527,159,168,-0.14,0.02,0.446,NA,20,20-21-15,0.491
2021,NA,NA,North,CGY,Calgary Flames,FALSE,56,26,27,3,NA,55,0.491,156,161,-0.08,0.01,0.464,NA,22,22-27-7,0.455
2021,NA,NA,North,OTT,Ottawa Senators,FALSE,56,23,28,5,NA,51,0.455,157,190,-0.51,0.08,0.402,NA,18,18-28-10,0.411
2021,NA,NA,North,VAN,Vancouver Canucks,FALSE,56,23,29,4,NA,50,0.446,151,188,-0.56,0.1,0.393,NA,17,17-29-10,0.393
2021,NA,NA,West,COL,Colorado Avalanche,TRUE,56,39,13,4,NA,82,0.732,197,133,1,-0.14,0.705,NA,35,35-13-8,0.696
2021,NA,NA,West,VEG,Vegas Golden Knights,TRUE,56,40,14,2,NA,82,0.732,191,124,1.05,-0.15,0.723,NA,30,30-14-12,0.643
2021,NA,NA,West,MIN,Minnesota Wild,TRUE,56,35,16,5,NA,75,0.67,181,160,0.33,-0.05,0.625,NA,27,27-16-13,0.598
2021,NA,NA,West,STL,St. Louis Blues,TRUE,56,27,20,9,NA,63,0.563,169,170,-0.02,0,0.491,NA,19,19-20-17,0.491
2021,NA,NA,West,ARI,Arizona Coyotes,FALSE,56,24,26,6,NA,54,0.482,153,176,-0.36,0.05,0.42,NA,19,19-26-11,0.438
